"Nombre","Altura","Nac","Sueldo neto","Club","División","Edad","Posición","Valor de traspaso","Vis","Vel","Val","1v1","Lib","Lej","Téc","Tal","Ser","Sq L","Pue","Cór","Saq","SAL","Sac","Res","Rem","Reg","Ref","Fís","Pen","Pas","Mar","Mdo","Lid","JEq","Puñ","Fue","Exc","Equ","Ent","Det","Dmq","Dec","Ctr","Cnc","Com","Col","Cen","Cab","Blo","Ant","Sal2","Aér","Agr","Agi","Ace","Rec","Inf","RM"
"Basilio Rieno-Socoliche","180 cm","ENG","700 € p/m","Crystal Palace","Premier Division inglesa","16","MP (DIC), DL (C)","24m € - 230m €","11","10","5","1","7","9","10","8","6","4","2","7","2","1","9","5","6","11","1","14","1","12","6","1","8","14","2","5","1","8","8","11","14","5","12","6","2","5","8","8","2","7","7","4","10","11","8","- - -","Juv",""
"Roman Quintyne","172 cm","ENG","700 € p/m","Everton","Premier Division inglesa","16","DF/CR/ME (D)","95m € - 950m €","9","12","8","3","5","6","8","8","9","7","2","7","3","3","9","8","3","9","2","12","4","6","6","2","12","8","2","6","3","5","12","3","7","9","12","9","1","4","9","5","3","7","8","2","11","12","10","- - -","Les",""
"Freddie Bell","181 cm","ENG","700 € p/m","Crystal Palace","Premier Division inglesa","16","MC, ME (C)","16m € - 170m €","6","7","5","1","6","6","14","5","6","3","2","6","3","2","12","7","9","5","3","16","3","11","8","3","11","13","1","4","3","4","12","16","5","14","12","4","1","6","6","6","3","7","11","3","15","8","9","- - -","Juv",""
"Tommy Reid","174 cm","ENG","700 € p/m","Brighton","Premier Division inglesa","16","POR","140m € - 1,4M €","6","8","9","9","7","3","4","2","2","2","12","5","4","6","6","3","3","1","14","11","2","8","1","9","8","7","9","3","5","7","2","1","3","6","6","12","7","5","2","1","13","7","8","8","10","12","8","- - -","Juv",""
"Bailey Smith","186 cm","ENG","700 € p/m","Brighton","Premier Division inglesa","16","ME (D), MP (DI)","55m € - 550m €","5","11","8","1","6","8","7","13","11","7","1","3","1","1","14","12","8","5","1","16","4","7","3","2","6","12","4","10","3","10","8","4","10","7","8","4","2","5","8","6","3","5","10","1","8","6","15","- - -","Juv",""
"Joe Winstanley","157 cm","ENG","700 € p/m","Brighton","Premier Division inglesa","16","DF/CR (D)","500m € - 1,4M €","9","13","9","3","2","5","10","5","8","8","1","4","1","3","15","12","7","7","2","16","4","10","8","2","8","12","2","3","3","4","8","17","8","8","8","10","4","8","5","9","2","10","3","3","8","10","14","- - -","Juv",""
"Ademola Ola-Adebomi","183 cm","ENG","700 € p/m","Crystal Palace","Premier Division inglesa","17","MP (DI), DL (C)","35m € - 95m €","7","11","12","4","4","5","11","7","4","1","2","3","1","2","7","6","12","11","1","10","1","3","2","4","9","5","2","4","2","6","1","13","7","10","13","4","1","5","4","9","2","5","10","2","15","11","13","- - -","Juv",""
"Joe Ling","171 cm","ENG","700 € p/m","Crystal Palace","Premier Division inglesa","17","ME (C)","2,5m € - 24m €","9","13","7","3","4","4","7","5","3","1","3","5","4","1","11","6","2","3","3","13","5","9","11","3","4","7","2","11","3","6","5","5","6","11","12","3","3","12","1","7","3","10","1","2","7","11","12","- - -","Juv",""
"Simone Panada","176 cm","ITA","2.700 € p/m","Atalanta","Serie A italiana","19","MC, ME (C)","240m € - 2,4M €","13","10","9","2","8","8","11","12","10","6","3","8","1","1","10","11","7","11","2","16","7","12","8","1","8","12","1","9","3","13","10","15","9","12","12","11","3","11","9","8","3","13","9","2","11","12","10","- - -","Ced",""
"Kanye Jobson","189 cm","ENG","700 € p/m","Crystal Palace","Premier Division inglesa","17","DF (C), MC","35m € - 100m €","8","11","15","3","6","4","8","5","6","1","2","5","2","2","8","4","5","4","2","13","1","8","10","3","5","7","1","7","3","7","12","11","4","10","8","5","3","10","4","12","1","7","16","3","15","8","12","- - -","Juv",""
"James Wright","186 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","POR","20m € - 200m €","5","10","10","4","4","2","5","3","6","2","12","2","6","11","5","1","3","2","13","8","3","8","1","6","4","6","11","6","5","6","2","15","2","13","4","6","6","7","3","1","13","5","14","11","9","6","8","- - -","Juv",""
"Finley Munroe","173 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","DF (I)","35m € - 375m €","9","14","9","1","2","10","9","8","7","9","3","4","1","1","14","11","5","7","3","11","2","9","7","3","7","11","3","7","3","8","8","8","6","7","8","10","3","8","7","8","1","7","9","3","5","9","12","- - -","Juv",""
"David Ozoh","186 cm","ENG","700 € p/m","Crystal Palace","Premier Division inglesa","16","MC, ME (C)","110m € - 1,1M €","6","13","13","1","7","9","9","5","5","5","2","7","3","2","14","9","4","7","1","7","3","9","7","3","3","11","2","7","3","8","12","9","8","9","9","7","1","8","7","7","2","6","13","1","14","14","9","- - -","Juv",""
"Harvey Rhoades","191 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","DF (D)","35m € - 350m €","9","13","9","4","2","5","9","7","8","2","1","2","2","3","9","9","6","6","1","7","5","9","8","3","12","9","3","7","1","9","10","4","5","7","10","7","3","10","6","10","1","6","13","3","5","11","11","- - -","Juv",""
"Giovanni Mercurio","168 cm","ITA","600 € p/m","Napoli","Serie A italiana","17","MP (DIC), DL (C)","8m € - 80m €","10","9","12","1","8","7","11","12","8","5","2","8","3","2","11","9","7","10","1","9","8","9","5","3","8","11","3","8","3","11","7","12","11","8","10","9","3","6","9","8","2","10","6","1","12","12","11","- - -","Juv",""
"Juanma Santaella","187 cm","ESP","1.600 € p/m","Cornellá","Primera División Federación B española","21","POR","95m € - 275m €","6","9","11","7","5","3","4","1","7","2","13","1","6","11","6","1","1","1","13","5","3","8","1","7","12","7","13","5","5","5","2","5","3","13","5","13","10","12","2","1","13","7","10","9","9","13","10","- - -","",""
"Jayden Barber","166 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","DF/CR (D)","45m € - 425m €","7","12","8","1","2","2","11","8","4","6","1","5","2","3","13","10","5","6","4","13","6","9","7","1","5","13","1","1","4","14","13","12","6","9","13","3","2","8","9","7","1","8","2","3","5","8","11","- - -","Juv",""
"Kahrel Reddin","171 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","17","ME (C), MP (DIC)","120m € - 375m €","11","10","8","1","8","9","9","6","7","8","3","8","3","2","10","5","10","8","2","15","6","11","5","3","12","15","2","6","1","5","10","5","10","9","10","6","2","6","10","6","2","6","5","2","5","12","10","- - -","Juv",""
"Josema Raigal","180 cm","ESP","4.800 € p/m","U. Murcia","Primera División Federación B española","21","MP (C)","100m € - 1M €","11","15","6","3","9","10","9","7","7","5","2","9","1","1","11","9","9","12","1","14","1","11","9","1","13","10","1","5","1","5","9","8","11","14","13","10","2","9","11","9","2","7","11","1","6","14","15","- - -","",""
"Kalani Barton","181 cm","ENG","700 € p/m","Crystal Palace","Premier Division inglesa","16","DF/CR (D)","22m € - 210m €","6","13","7","2","1","3","7","10","8","5","4","4","3","1","7","6","6","4","1","11","2","7","8","1","5","12","2","4","4","3","11","16","6","12","6","8","1","6","4","4","1","4","6","3","12","14","14","- - -","Juv",""
"Luke Softley","191 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","DF (C)","120m € - 375m €","1","11","7","2","1","1","1","5","3","1","2","1","3","2","5","2","1","2","1","10","1","5","12","3","9","4","1","7","3","5","10","2","2","12","4","4","3","9","1","6","2","10","12","3","5","11","12","- - -","Juv",""
"Todd Alcock","174 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","MC, ME (C)","12m € - 120m €","12","12","7","1","4","8","9","5","5","2","3","5","1","3","12","7","4","5","2","17","2","8","6","3","7","7","4","3","3","6","12","12","6","13","8","6","2","4","5","5","1","6","4","1","6","13","10","- - -","Juv",""
"Romano Floriani","170 cm","ITA","900 € p/m","Lazio","Serie A italiana","18","DF/CR/ME (D)","95m € - 275m €","11","12","9","1","9","7","10","5","7","8","3","8","3","3","11","9","4","11","2","13","2","11","10","1","12","10","2","3","1","10","13","14","7","10","12","7","1","8","13","9","2","10","6","1","14","14","15","- - -","Ced",""
"Mikell Barnes","184 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","ME/MP (C)","16m € - 160m €","7","9","2","2","7","7","10","8","8","1","1","7","3","2","9","7","9","9","2","10","6","9","7","1","12","8","3","5","3","8","5","8","9","14","9","6","2","9","5","7","2","6","14","3","11","9","9","- - -","Juv",""
"Gideon Kodua","170 cm","ENG","700 € p/m","West Ham","Premier Division inglesa","16","MP (D), DL (C)","14m € - 130m €","7","14","2","1","6","7","8","11","8","6","1","7","1","3","8","4","9","14","4","9","1","8","4","2","9","7","1","10","3","10","5","13","8","7","9","7","3","6","11","11","2","4","2","1","9","7","11","- - -","Juv",""
"Kobei Moore","180 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","MP (DI), DL (C)","7m € - 65m €","7","12","5","3","5","6","7","11","4","1","3","5","1","3","8","13","13","7","3","13","1","10","1","3","1","5","1","6","1","6","1","14","9","5","12","4","2","3","8","7","1","3","8","2","11","7","13","- - -","Juv",""
"Asher Falase","178 cm","ENG","700 € p/m","West Ham","Premier Division inglesa","16","DF/CR (D)","26m € - 275m €","5","15","9","1","3","5","9","6","8","1","2","6","2","2","13","8","1","7","2","11","1","6","5","3","8","14","1","10","2","10","8","6","5","6","9","5","3","6","4","8","2","9","11","1","10","6","13","- - -","Juv",""
"Regan Clayton","172 cm","ENG","700 € p/m","West Ham","Premier Division inglesa","16","DF (I)","35m € - 350m €","8","13","9","1","3","2","8","7","6","3","1","6","2","1","8","5","1","3","1","15","5","9","8","1","10","8","2","6","1","6","14","2","5","13","9","7","3","7","5","8","2","10","7","4","12","10","15","- - -","Juv",""
"Charlie Lutz","183 cm","ENG","700 € p/m","Aston Villa","Premier Division inglesa","16","MP (D), DL (C)","14m € - 150m €","9","10","4","1","5","8","9","9","8","4","2","7","3","2","9","4","9","12","3","8","6","13","4","3","4","8","2","6","3","5","5","15","13","8","9","5","2","6","10","9","4","4","9","3","5","10","15","- - -","Juv",""
"Laurie Shala","189 cm","KVX","700 € p/m","Crystal Palace","Premier Division inglesa","16","POR","0 € - 100m €","4","9","14","8","6","2","4","1","2","3","11","3","6","6","4","1","2","3","12","11","2","4","3","5","1","5","8","4","5","3","1","14","3","11","1","5","9","9","1","1","10","5","12","12","10","11","6","- - -","Juv",""
"Jack Tierney","188 cm","ENG","700 € p/m","Everton","Premier Division inglesa","16","DF (C)","30m € - 325m €","7","7","8","3","1","7","6","5","4","4","2","1","2","1","8","7","1","6","1","5","3","8","9","1","11","6","2","7","2","7","11","8","4","13","8","6","2","12","1","11","3","7","13","1","10","10","7","- - -","Juv",""
"Jimi Gower","175 cm","ENG","700 € p/m","Arsenal","Premier Division inglesa","16","ME/MP (C)","28m € - 275m €","13","8","4","3","5","10","11","11","5","3","2","5","1","1","11","11","7","7","3","12","2","12","5","2","11","7","3","4","1","6","7","4","9","10","13","1","2","2","5","5","1","11","6","2","12","8","13","- - -","Juv",""
"Kaleel Green","186 cm","ENG","700 € p/m","Arsenal","Premier Division inglesa","16","MP (DI), DL (C)","210m € - 600m €","7","12","7","1","6","5","12","12","6","3","1","3","3","1","8","9","12","9","1","13","1","13","1","2","6","7","1","6","1","7","3","14","6","7","12","4","1","3","8","13","3","4","13","3","5","12","14","- - -","Juv",""
"Kian Le Fondre","170 cm","ENG","700 € p/m","Burnley","Premier Division inglesa","16","MP (DI)","40m € - 400m €","8","9","8","1","8","7","9","7","8","5","2","9","2","2","9","10","5","10","1","9","5","9","5","1","7","9","2","8","3","9","5","15","9","9","8","8","1","8","10","6","2","10","8","3","9","10","10","- - -","Juv",""
"Owen Barker","168 cm","ENG","700 € p/m","Everton","Premier Division inglesa","16","DL (C)","40m € - 375m €","7","11","4","1","6","7","8","7","11","1","1","6","3","4","7","8","14","7","1","15","4","7","5","3","2","6","1","3","2","7","1","14","13","13","7","7","1","4","5","11","1","13","1","1","13","11","12","- - -","Juv",""
"Isaac Heath","170 cm","ENG","700 € p/m","Everton","Premier Division inglesa","16","ME (I), MP (C)","100m € - 1M €","8","11","6","3","3","8","11","10","7","4","1","5","1","1","15","10","5","12","1","14","3","12","6","1","9","10","2","2","1","7","7","17","4","13","7","7","3","4","5","6","2","8","6","3","12","11","11","- - -","Juv",""
"George Abbott","182 cm","WAL","700 € p/m","Watford","Premier Division inglesa","16","DF/CR (I)","12m € - 110m €","8","13","4","3","1","7","9","7","8","7","2","5","1","2","8","8","1","7","1","13","3","9","6","2","5","8","1","5","2","8","12","11","7","8","10","7","3","5","5","7","3","6","8","4","10","14","8","- - -","Juv",""
"Rylee Wright","180 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","MP (DI)","95m € - 275m €","5","13","7","2","5","3","8","8","7","5","4","4","4","3","7","5","5","9","1","15","2","8","2","1","10","6","3","2","1","6","6","16","4","10","9","4","1","4","8","5","4","7","6","1","9","13","13","- - -","Juv",""
"Joshua Lett","176 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","DF (I)","16m € - 160m €","2","14","8","3","1","1","6","5","6","4","2","2","1","3","7","9","1","3","1","14","3","7","6","1","8","7","1","5","2","6","11","10","3","11","9","8","2","8","4","7","3","8","8","2","13","14","14","- - -","Juv",""
"Sonnie Davis","176 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","DF (D)","120m € - 350m €","6","12","9","2","1","2","7","10","3","4","1","2","3","1","8","6","3","1","1","10","3","8","9","1","8","8","3","7","2","8","14","18","7","12","10","9","2","8","4","8","2","7","6","1","15","11","13","- - -","Juv",""
"Joshua Squires","176 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","MC, ME (C)","22m € - 220m €","9","12","7","1","5","7","14","5","4","1","4","6","3","2","10","5","6","2","1","15","1","11","5","2","7","7","3","6","3","7","11","12","7","14","9","5","1","5","5","6","1","5","8","3","15","10","13","- - -","Juv",""
"Luca Thomas","180 cm","ENG","700 € p/m","Leeds","Premier Division inglesa","16","MP (DI), DL (C)","65m € - 650m €","8","11","4","1","6","12","13","12","6","6","1","5","1","2","7","6","8","14","2","6","4","6","3","3","7","7","3","4","2","14","7","8","13","7","8","6","1","6","8","8","1","5","9","2","10","13","10","- - -","Juv",""
"Jem Hewlett","183 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","DF (C)","28m € - 275m €","4","8","8","3","1","5","1","5","6","2","2","1","3","1","6","3","5","1","3","12","2","3","13","4","6","5","1","9","2","6","13","15","2","9","2","8","3","10","1","13","3","12","8","1","13","11","12","- - -","Juv",""
"Tommy-Lee Higgs","180 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","DL (C)","10m € - 110m €","4","13","6","3","5","6","6","7","7","3","2","2","1","1","6","6","10","10","2","16","5","5","2","1","8","5","1","7","2","2","1","17","10","6","9","5","3","6","4","13","1","7","8","1","12","13","12","- - -","Juv",""
"Ryan Chavez-Munoz","180 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","ME (C)","24m € - 240m €","14","12","7","3","1","7","13","9","4","5","1","4","3","2","12","12","7","6","2","7","1","9","5","2","1","7","1","7","3","7","6","7","7","12","8","5","3","5","5","3","2","6","8","1","13","12","10","- - -","Juv",""
"Cameron Bragg","179 cm","ENG","700 € p/m","Southampton","Premier Division inglesa","16","ME (C)","40m € - 375m €","10","14","4","3","2","6","9","5","5","4","1","5","3","2","11","6","5","2","1","12","1","12","4","2","10","8","4","4","2","4","9","11","6","10","14","6","3","5","5","6","2","4","7","2","10","13","14","- - -","Juv",""
"Ramiro Guerra","183 cm","URU","3.500 € p/m","Villarreal B","Primera División Federación B española","24","MC, ME (C)","55m €","13","12","8","1","5","12","8","5","7","1","1","3","1","3","12","13","6","3","2","5","3","13","11","2","5","7","1","6","1","7","13","13","7","12","13","7","1","10","6","6","3","9","6","3","7","10","13","- - -","Trn",""
"Jorge Fernández","169 cm","ESP","4.000 € p/m","Castellón","Primera División Federación B española","29","ME/MP (I)","30m € - 325m €","10","10","9","2","6","5","11","11","13","7","2","8","2","2","13","14","8","11","3","12","2","6","6","1","13","9","3","6","2","9","5","10","11","11","11","9","2","6","10","8","3","9","2","3","9","11","10","- - -","",""
"Ismail Oulad M'Hand","180 cm","NED","700 € p/m","Arsenal","Premier Division inglesa","16","ME (C)","80m € - 800m €","12","13","6","3","5","7","11","10","5","1","3","4","2","2","10","5","6","3","1","9","3","13","6","3","10","7","1","4","1","6","4","7","7","13","11","5","1","6","4","1","1","6","6","3","11","13","13","- - -","Juv",""
"Dubem Eze","181 cm","ENG","700 € p/m","Norwich","Premier Division inglesa","16","ME/MP (C)","40m € - 400m €","10","9","6","1","12","9","11","11","10","4","1","7","3","3","11","10","6","10","1","10","6","11","6","3","4","11","3","8","2","10","6","13","9","8","10","7","1","7","7","6","2","9","6","1","6","10","9","- - -","Juv",""
